Codigo,Nombre
PEC002,PE BANCO DE LA REPUBLICA
PEC003,PE EMPRESA DE TELEFONOS DE BOGOTA ETB
PEC004,EAS FERROCARRILES NACIONALES
PEC005,PE AVIANCA
PEC006,PE BAVARIA
REEC01,ECOPETROL S.A.
REFM01,DIRECCION GENERAL DE SANIDAD MILITAR
REMG01,FIDUCIARIA LA PREVISORA S.A. - FIDUPREVISORA S.A.
REPN01,DIRECCION DE SANIDAD POLICIA INACIONAL
RES001,RES POLICIA NACIONAL
RES002,RES ECOPETROL
RES003,RES FUERZAS MILITARES HOSPITAL MILITAR
RES004,RES FONDODE PRESTACIONES SOCIALES DEL MAGISTERIO
RES005,UATLANTICO
RES006,CAPRUIS
RES007,UNIVERSIDAD DEL VALLE
RES008,UNIVERSIDAD NACIONAL
RES009,UNIVERIDAD DEL CAUCA
RES010,UCARTAGENA
RES011,UANTIOQUIA
RES012,UCORDOBA
RES013,FERROCARRILES
RES014,UPTC
RES015,RES FONDO DE PRESTACIONES SOCIALES DEL CONGRESO DE LA REPUBLICA
RES016,RES INPEC
REUE01,UNIVERSIDAD NACIONAL DE COLOMBIA UNISALUD
REUE02,CAJA DE PREVISION SOCIAL DE LA UNIVERSIDAD INDUSTRIAL DE SANTANDER - CAPRUIS
REUE03,FONDO DE SALUD UNIVERSIDAD DE CORDOBA
REUE04,CAJA DE PREVISION SOCIAL DE LA UNIVERSIDAD DE CARTAGENA
REUE05,FONDO DE SEGURIDAD SOCIAL EN SALUD UNIVERSIDAD DE NARIÑO
REUE06,UNIDAD DE SALUD UNIVERSIDAD DEL CAUCA
REUE07,PROGRAMA DE SALUD UNIVERSIDAD DE ANTIOQUIA
REUE08,SERVICIO DE SALUD UNIVERSIDAD DEL VALLE
REUE09,UNIDAD DE SALUD DE LA UNIVERSIDAD DEL ATLANTICO
REUE10,UNIDAD DE SERVICIOS DE SALUD DE LA UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA (UNISALUD UPTC)
SAP026,EMERMEDICA S.A. SERVICIOS DE AMBULANCIA PREPAGADOS
SAP030,EMPRESA DE MEDICINA INTEGRAL EMI SA SERVICIO DE AMBULANCIA PREPAGADA
SAP031,ASISTENCIA MEDICA INMEDIATA-SERVICIO DE AMBULANCIA PREPAGADA S.A.
SAP032,SERVICIO DE EMERGENCIAS REGIONAL (SERVICIO DE AMBULANCIA PREPAGADO) S.A.
SAP033,COOMEVA MEDICINA PREPAGADA S.A.
SAP034,ASISTENCIA MEDICA SAS SERVICIO DE AMBULANCIA PREPAGADO
SAP035,SERVICIO DE ASISTENCIA MEDICA INMEDIATA S.A. - SERVICIO DE AMBULANCIA PREPAGADO
SAP036,SISTEMA DE TRASLADO APOYO DIAGNOSTICO Y TERAPEUTICO EN SALUD TRASMEDICA S.A. S.A.P. EN LIQUIDACION
SAP037,SERVICIOS MEDICOS INTEGRALES DE COLOMBIA SERVICIO DE AMBULANCIAS PREPAGADO S.A.S USEMI SAP S.A.S.O
SAP038,RED MEDICA MEDICA VITAL S.A.S. SERVICIO DE AMBULANCIA PREPAGADO (SAP)
UT001,CAJA SALUD ARS UT NEIVA
UT001_,CAJA SALUD ARS UT BOGOTA
UT002,UT COMFAMILIARES EN SALUD UT (COMFAMILIAR CARTAGENA Y COMFENALCO CARTAGENA)
UT003,CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA (COMFAMA)
UT004,UT CAJA DE COMPENSACION FAMILIAR DE ANTIOQUIA UCOMFAMAO
UT004_,COMFAMA
PAR001,PARTICULAR
NIN001,NINGUNO
OTR001,OTRO
